测试套/软件包名,测试用例名,状态,日志文件,原因
,oe_test_etcd_04,fail,./mugen-riscv/logs/etcd/oe_test_etcd_04/2023-05-26-14:36:15.log,systemd unit restart failure/timeout
,oe_test_service_etcd,fail,./mugen-riscv/logs/etcd/oe_test_service_etcd/2023-05-26-13:26:15.log,file missing/systemd unit restart failure/systemd unit runtime error/systemd unit enable failure
fcoe-utils,oe_test_service_fcoe,fail,./mugen-riscv/logs/fcoe-utils/oe_test_service_fcoe/2023-05-26-14:16:43.log,Job for fcoe.service failed because the control process exited with error code.
freeradius,oe_test_freeradius_freeradius-utils_rad_counter,fail,./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_rad_counter/2023-05-26-17:57:11.log,
,oe_test_freeradius_freeradius-utils_radclient,fail,./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_radclient/2023-05-26-17:33:18.log,
,oe_test_freeradius_freeradius-utils_radclient2,fail,./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_radclient2/2023-05-26-17:47:10.log,
,oe_test_freeradius_freeradius-utils_radeapclient,fail,./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_radeapclient/2023-05-26-18:08:32.log,timeout
,oe_test_freeradius_freeradius-utils_radwho,fail,./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_radwho/2023-05-26-18:57:24.log,file missing
,oe_test_freeradius_freeradius-utils_radzap,fail,./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_radzap/2023-05-26-18:58:31.log,file missing
,oe_test_freeradius_freeradius-utils_rlm_ippool_toolAndSmbencrypt,fail,./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius-utils_rlm_ippool_toolAndSmbencrypt/2023-05-26-19:00:20.log,file missing
,oe_test_freeradius_freeradius_raddebugAndCheckrad,fail,./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius_raddebugAndCheckrad/2023-05-26-17:00:58.log,
,oe_test_freeradius_freeradius_radiusd,fail,./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius_radiusd/2023-05-26-17:19:22.log,
,oe_test_freeradius_freeradius_radiusdAndRadmin,fail,./mugen-riscv/logs/freeradius/oe_test_freeradius_freeradius_radiusdAndRadmin/2023-05-26-17:25:19.log,
,oe_test_service_radiusd,fail,./mugen-riscv/logs/freeradius/oe_test_service_radiusd/2023-05-26-19:01:19.log,file missing/systemd unit restart failure/systemd unit runtime error/systemd unit enable failure
ganglia,oe_test_service_gmetad,fail,./mugen-riscv/logs/ganglia/oe_test_service_gmetad/2023-05-26-19:52:14.log,file missing/systemd unit restart failure/systemd unit runtime error/systemd unit enable failure
gdm,oe_test_service_gdm,fail,./mugen-riscv/logs/gdm/oe_test_service_gdm/2023-05-26-20:01:27.log,下载超时
gegl04,oe_test_gegl04_gegl-imgcmp,fail,./mugen-riscv/logs/gegl04/oe_test_gegl04_gegl-imgcmp/2023-05-26-20:44:10.log,
geos,oe_test_geos_commandAndbaseFun,fail,./mugen-riscv/logs/geos/oe_test_geos_commandAndbaseFun/2023-05-26-20:56:07.log,镜像没有预装测试所需的 kernel-headers
glib2,oe_test_glib2,fail,./mugen-riscv/logs/glib2/oe_test_glib2/2023-05-25-16_48_06.log,镜像没有预装测试所需的 kernel-headers
